5	FL_Pos	Position	category
6	FL_G	Games as Fielder	int
7	FL_GS	Games Started as Fielder	int
8	FL_InnOuts	Time played in the field expressed as outs	int
9	FL_PO	Putouts	int
10	FL_A	Assists	int
11	FL_E	Errors	int
12	FL_DP	Double Plays	int
13	FL_PB	Passed Balls (by catchers)	int
14	FL_WP	Wild Pitches (by catchers)	int
15	FL_SB	Opponent Stolen Bases (by catchers)	int
16	FL_CS	Opponents Caught Stealing (by catchers)	int
17	FL_ZR	Zone Rating	int
